Erlang,Mean,Intval_0-1
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,0.0,0.0
180.0,0.0,0.0
200.0,7.019514249613927e-06,1.1088344062255116e-05
220.0,6.897027381198704e-06,1.0894858232353018e-05
240.0,1.3925155158465987e-05,1.9306258151503058e-05
260.0,7.033832735457551e-06,1.1110962193914778e-05
280.0,3.5346344993990295e-05,4.636983910997113e-05
300.0,4.891656815407435e-05,5.75653122329794e-05
