Erlang,Mean,Intval_0-1
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,0.0,0.0
180.0,0.0,0.0
200.0,0.0,0.0
220.0,0.0,0.0
240.0,0.0,0.0
260.0,0.0,0.0
280.0,1.4008949715346934e-05,1.942276742356559e-05
300.0,2.810958476602402e-05,3.709293284012151e-05
