Erlang,Mean,Intval_0-1
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,2.8179907413356364e-05,3.906995259667125e-05
180.0,6.291458371719162e-05,7.563529628403157e-05
200.0,0.00019592915771436404,0.0002176860656350718
220.0,0.00026603896296907987,0.0002933693480040909
240.0,0.0004966650998360722,0.000533328848823485
260.0,0.0007215135528105225,0.0007773029751352228
280.0,0.0012504313234094765,0.0012933387428545075
300.0,0.0020206047003465373,0.002103626495176968
