Erlang,Mean,Intval_0-1
100.0,0.0,0.0
120.0,0.0,0.0
140.0,0.0,0.0
160.0,7.010656197420078e-06,1.1074351480011665e-05
180.0,1.3999971670806957e-05,1.9410282780849262e-05
200.0,2.79932402367499e-05,3.4617767203010605e-05
220.0,4.911602904378304e-05,5.972180045118657e-05
240.0,0.00013288989999047507,0.00014822976656477793
260.0,7.69864685191562e-05,9.232578533392618e-05
280.0,0.00022372850109671403,0.0002469459278704743
300.0,0.0004198947666127317,0.0004583426582484962
